,date,price,bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,street,statezip,county,country,view_Bay/Lake,view_Mountain/Forest,view_Street,waterfront_No,waterfront_Yes,city_Bellevue,city_Mercer Island,city_others
46,5/2/2014,437500,3,2.25,1970,2.0,1970,0,26069 SE 154th St,WA 98027,King County,USA,0,0,1,1,0,0,0,1
47,5/2/2014,407500,3,2.5,1930,2.0,1930,0,4314 NE 6th Pl,WA 98059,King County,USA,0,0,1,1,0,0,0,1
48,5/2/2014,445700,3,2.5,1270,3.0,1270,0,2640 NW 56th St,WA 98107,King County,USA,0,0,1,1,0,0,0,1
49,5/2/2014,838000,4,2.5,3310,2.0,3310,0,15712 NE 136th Pl,WA 98052,King County,USA,0,1,0,1,0,0,0,1
50,5/2/2014,630000,4,2.75,2710,2.0,2710,0,26429 SE 154th Pl,WA 98027,King County,USA,0,1,0,1,0,0,0,1
51,5/2/2014,550000,3,1.75,2910,1.5,2910,0,3923 229th Pl SE,WA 98075,King County,USA,0,0,1,1,0,0,0,1
52,5/2/2014,805000,3,2.0,2710,1.5,1880,830,6222 30th Ave NE,WA 98115,King County,USA,0,0,1,1,0,0,0,1
53,5/2/2014,284000,3,1.75,1800,1.0,1800,0,32418 NE 50th St,WA 98014,King County,USA,0,1,0,1,0,0,0,1
54,5/2/2014,470000,5,2.5,2210,1.0,1460,750,19334 89th Ave NE,WA 98011,King County,USA,0,0,1,1,0,0,0,1
55,5/2/2014,430000,4,1.5,1920,1.0,1070,850,4071 156th Ave SE,WA 98006,King County,USA,0,0,1,1,0,1,0,0
56,5/2/2014,491500,4,1.75,2190,1.0,2190,0,36850 204th Ave SE,WA 98092,King County,USA,0,1,0,1,0,0,0,1
57,5/2/2014,785000,5,3.25,3660,2.0,3660,0,7425 Snowberry Ave SE,WA 98065,King County,USA,0,1,0,1,0,0,0,1
58,5/2/2014,385000,3,3.25,1320,2.0,1040,280,3400 21st Ave W,WA 98199,King County,USA,0,0,1,1,0,0,0,1
59,5/2/2014,295000,2,2.5,1630,2.0,1280,350,5944-6082 Delridge Way SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
60,5/2/2014,555000,4,2.5,3310,2.0,3310,0,35229 SE Terrace St,WA 98065,King County,USA,0,0,1,1,0,0,0,1
61,5/2/2014,459990,3,2.5,2680,2.0,2680,0,13800 453rd Ave SE,WA 98045,King County,USA,0,0,1,1,0,0,0,1
62,5/2/2014,625000,4,3.25,2730,1.0,1560,1170,9927 174th Ave SE,WA 98059,King County,USA,0,0,1,1,0,0,0,1
63,5/2/2014,300000,3,2.5,2540,2.0,2540,0,29734 215th Terrace SE,WA 98042,King County,USA,0,0,1,1,0,0,0,1
64,5/3/2014,625000,4,2.75,2920,2.0,2920,0,5608 NE 5th Cir,WA 98059,King County,USA,0,0,1,1,0,0,0,1
65,5/3/2014,553000,2,1.0,900,1.0,900,0,8053 29th Ave NW,WA 98117,King County,USA,0,0,1,1,0,0,0,1
66,5/3/2014,379880,3,2.5,1650,1.0,1130,520,13256 242nd Pl SE,WA 98027,King County,USA,0,0,1,1,0,0,0,1
67,5/3/2014,310000,3,1.0,1010,1.0,1010,0,7528 N Fork Rd SE,WA 98065,King County,USA,0,0,1,1,0,0,0,1
68,5/4/2014,775000,2,2.5,2680,1.0,2680,0,13134 234th Ct NE,WA 98053,King County,USA,0,0,1,1,0,0,0,1
69,5/4/2014,365000,3,2.5,2200,1.0,1570,630,13420 SE 182nd St,WA 98058,King County,USA,0,0,1,1,0,0,0,1
70,5/4/2014,331950,4,2.5,2530,2.0,2010,520,925 48th Ct,WA 98092,King County,USA,0,1,0,1,0,0,0,1
71,5/4/2014,783500,3,2.5,2850,2.0,1990,860,151 Euclid Ave,WA 98122,King County,USA,0,0,1,1,0,0,0,1
72,5/4/2014,628000,4,2.0,2280,1.0,1140,1140,205-206 Euclid Ave,WA 98122,King County,USA,0,0,1,1,0,0,0,1
73,5/5/2014,560000,3,2.5,1900,2.0,1900,0,22314 NE 11th Pl,WA 98074,King County,USA,0,0,1,1,0,0,0,1
74,5/5/2014,900000,3,1.0,1330,1.0,1330,0,13615 NE 100th St,WA 98033,King County,USA,0,0,1,1,0,0,0,1
75,5/5/2014,531000,2,3.0,1270,2.0,1110,160,1411 N 48th St,WA 98103,King County,USA,0,0,1,1,0,0,0,1
76,5/5/2014,831000,4,3.0,2170,2.0,1610,560,120 31st Ave E,WA 98112,King County,USA,0,0,1,1,0,0,0,1
77,5/5/2014,780000,4,2.5,2730,2.0,2730,0,23140 NE 14th Ct,WA 98074,King County,USA,0,1,0,1,0,0,0,1
78,5/5/2014,755000,4,2.5,2120,1.0,1620,500,12645 SE 27th St,WA 98005,King County,USA,0,0,1,1,0,1,0,0
79,5/5/2014,705380,3,2.5,2490,2.0,2490,0,3187 NE Larkspur Ln,WA 98029,King County,USA,0,0,1,1,0,0,0,1
80,5/5/2014,627000,4,2.25,1990,1.0,1210,780,18915 SE 42nd Pl,WA 98027,King County,USA,0,0,1,1,0,0,0,1
81,5/5/2014,865000,4,3.0,3690,2.0,3690,0,1765 267th Ct SE,WA 98075,King County,USA,0,0,1,1,0,0,0,1
82,5/5/2014,580000,2,1.0,2540,1.0,1320,1220,8624 Island Dr S,WA 98118,King County,USA,0,0,1,1,0,0,0,1
83,5/5/2014,410000,3,2.25,1800,1.0,1360,440,24502 SE Mirrormont Dr,WA 98027,King County,USA,0,0,1,1,0,0,0,1
84,5/5/2014,485000,4,3.0,2340,1.0,1340,1000,14319 85th Pl NE,WA 98034,King County,USA,0,0,1,1,0,0,0,1
85,5/5/2014,400000,2,1.75,2110,1.0,2110,0,2120 NE 168th St,WA 98155,King County,USA,0,0,1,1,0,0,0,1
86,5/5/2014,549000,2,1.0,1140,1.0,1140,0,209 30th Ave E,WA 98112,King County,USA,0,0,1,1,0,0,0,1
87,5/5/2014,620000,3,1.75,1480,2.5,1480,0,10512 128th Ave NE,WA 98033,King County,USA,0,0,1,1,0,0,0,1
88,5/5/2014,405000,2,3.0,1410,2.0,1140,270,9126 45th Ave SW,WA 98136,King County,USA,0,0,1,1,0,0,0,1
89,5/5/2014,232000,2,1.0,1200,1.0,1200,0,20220 8th Ave S,WA 98198,King County,USA,0,0,1,1,0,0,0,1
90,5/5/2014,800866,5,2.5,3180,2.0,3180,0,11821 NE 48th Pl,WA 98033,King County,USA,0,0,1,1,0,0,0,1
91,5/5/2014,650000,3,1.5,2160,1.0,1400,760,13026 10th Ave NW,WA 98177,King County,USA,0,1,0,1,0,0,0,1
92,5/5/2014,823000,6,1.75,2920,2.5,2780,140,125 29th Ave,WA 98122,King County,USA,0,0,1,1,0,0,0,1
93,5/5/2014,770000,3,2.0,2350,1.5,1810,540,2171 Boyer Ave E,WA 98112,King County,USA,0,0,1,1,0,0,0,1
94,5/5/2014,524000,3,1.75,1560,1.0,780,780,3434 33rd Ave W,WA 98199,King County,USA,0,0,1,1,0,0,0,1
95,5/5/2014,541125,5,2.75,2740,1.0,1370,1370,5211 116th Pl SE,WA 98006,King County,USA,0,0,1,1,0,1,0,0
96,5/5/2014,670000,3,2.5,1680,3.0,1680,0,3503 NE 44th St,WA 98105,King County,USA,0,0,1,1,0,0,0,1
97,5/5/2014,384900,5,2.5,3090,1.0,1750,1340,114 SW 292nd St,WA 98023,King County,USA,0,0,1,1,0,0,0,1
98,5/5/2014,406100,3,2.25,1410,3.0,1410,0,8536 Interlake Ave N,WA 98103,King County,USA,0,0,1,1,0,0,0,1
99,5/5/2014,1395000,5,3.5,4010,2.0,2850,1160,3930 NE Belvoir Pl,WA 98105,King County,USA,0,0,1,1,0,0,0,1
100,5/5/2014,736500,4,2.5,3180,2.0,3180,0,17132 SE 100th St,WA 98059,King County,USA,0,1,0,1,0,0,0,1
101,5/5/2014,570000,3,2.25,2010,1.0,1330,680,10204 168th Pl NE,WA 98052,King County,USA,0,0,1,1,0,0,0,1
102,5/5/2014,787000,3,1.75,1330,1.0,1330,0,218 109th Ave SE,WA 98004,King County,USA,0,0,1,1,0,1,0,0
103,5/5/2014,328000,4,2.5,2370,2.0,2370,0,12621 SE 300th Way,WA 98092,King County,USA,0,0,1,1,0,0,0,1
104,5/5/2014,435000,5,2.0,1840,1.0,1540,300,14013 Ashworth Ave N,WA 98133,King County,USA,0,0,1,1,0,0,0,1
105,5/5/2014,499000,4,2.5,2910,2.0,2910,0,34010 SE Sorenson St,WA 98065,King County,USA,0,0,1,1,0,0,0,1
106,5/5/2014,501000,4,1.0,2070,1.0,1160,910,2506 166th Ave NE,WA 98008,King County,USA,0,0,1,1,0,1,0,0
107,5/5/2014,1090000,4,2.5,4340,2.5,4340,0,8814 218th Ave NE,WA 98053,King County,USA,0,0,1,1,0,0,0,1
108,5/5/2014,400000,2,1.0,840,1.0,840,0,4515 SW Trenton St,WA 98136,King County,USA,0,0,1,1,0,0,0,1
109,5/5/2014,220000,4,1.5,1240,1.0,1240,0,4924 SW 314th Pl,WA 98023,King County,USA,0,0,1,1,0,0,0,1
110,5/5/2014,657100,4,1.0,1390,1.0,1050,340,4312 Woodlawn Ave N,WA 98103,King County,USA,0,0,1,1,0,0,0,1
111,5/5/2014,309950,4,2.75,2310,2.0,2310,0,22912 SE 268th Pl,WA 98038,King County,USA,0,0,1,1,0,0,0,1
112,5/5/2014,300000,3,2.0,1050,1.0,1050,0,27106 NE Miller St,WA 98019,King County,USA,0,0,1,1,0,0,0,1
113,5/5/2014,525888,5,1.75,2550,1.0,1810,740,13129 195th Pl SE,WA 98027,King County,USA,0,0,1,1,0,0,0,1
114,5/5/2014,740000,4,1.75,2010,1.5,2010,0,1014 W Garfield St,WA 98119,King County,USA,0,0,1,1,0,0,0,1
115,5/5/2014,340000,5,1.0,1120,1.5,1120,0,14150 75th Ave NE,WA 98034,King County,USA,0,0,1,1,0,0,0,1
116,5/5/2014,398750,3,2.5,2230,2.0,2230,0,2601 21st Ave S,WA 98144,King County,USA,0,0,1,1,0,0,0,1
117,5/5/2014,206000,2,1.0,810,1.0,810,0,12807 7th Ave S,WA 98168,King County,USA,0,0,1,1,0,0,0,1
118,5/5/2014,1030000,5,2.75,3190,1.0,1690,1500,4529 135th Ave SE,WA 98006,King County,USA,0,1,0,1,0,1,0,0
119,5/5/2014,600000,3,1.75,1670,1.0,1670,0,1804 E Beaver Lake Dr SE,WA 98075,King County,USA,0,0,1,1,0,0,0,1
120,5/5/2014,379950,4,1.75,1970,1.0,1140,830,1701 N 204th Pl,WA 98133,King County,USA,0,0,1,1,0,0,0,1
121,5/5/2014,287000,3,1.0,1450,1.0,1450,0,8681 Beacon Ave S,WA 98118,King County,USA,0,0,1,1,0,0,0,1
122,5/5/2014,2280000,7,8.0,13540,3.0,9410,4130,26408 NE 70th St,WA 98053,King County,USA,1,0,0,1,0,0,0,1
123,5/5/2014,309950,3,2.5,1880,2.0,1880,0,17717 113th Pl SE,WA 98055,King County,USA,0,0,1,1,0,0,0,1
124,5/5/2014,600000,3,1.75,1880,1.0,1040,840,8040 39th Ave NE,WA 98115,King County,USA,0,0,1,1,0,0,0,1
125,5/5/2014,418000,3,2.0,1410,1.5,1410,0,901 N 97th St,WA 98103,King County,USA,0,0,1,1,0,0,0,1
126,5/5/2014,449250,4,2.0,1480,1.5,1480,0,519 N 104th St,WA 98133,King County,USA,0,0,1,1,0,0,0,1
127,5/5/2014,329950,2,1.0,1140,1.5,1140,0,14017 Roslyn Pl N,WA 98133,King County,USA,0,0,1,1,0,0,0,1
128,5/5/2014,245000,3,1.75,1920,1.0,1000,920,30001-30021 55th Pl S,WA 98001,King County,USA,0,0,1,1,0,0,0,1
129,5/5/2014,549000,4,2.5,2910,2.0,2910,0,16026 SE 137th Terrace,WA 98059,King County,USA,0,0,1,1,0,0,0,1
130,5/5/2014,800000,3,2.5,3240,2.0,3240,0,22721-22727 SE 27th St,WA 98075,King County,USA,0,0,1,1,0,0,0,1
131,5/5/2014,249950,3,2.0,1550,1.0,1550,0,18027 SE 128th St,WA 98059,King County,USA,0,0,1,1,0,0,0,1
132,5/5/2014,210000,5,2.0,2050,1.0,1430,620,20927-20999 2nd Ave S,WA 98198,King County,USA,0,0,1,1,0,0,0,1
133,5/5/2014,1425000,2,2.5,2220,2.0,2220,0,1857 41st Ave E,WA 98112,King County,USA,0,0,1,1,0,0,0,1
134,5/5/2014,585000,2,1.0,1770,1.5,1520,250,353 NW 88th St,WA 98117,King County,USA,0,0,1,1,0,0,0,1
135,5/5/2014,615000,4,1.75,2300,1.0,1960,340,18427 NE 26th Way,WA 98052,King County,USA,0,0,1,1,0,0,0,1
136,5/5/2014,618500,3,2.0,1800,1.0,1080,720,2803 NE 62nd St,WA 98115,King County,USA,0,0,1,1,0,0,0,1
137,5/5/2014,487585,4,1.75,2010,1.0,1470,540,13313 127th Pl NE,WA 98034,King County,USA,0,0,1,1,0,0,0,1
138,5/5/2014,509900,3,2.5,1790,2.0,1790,0,4532 185th Ave SE,WA 98027,King County,USA,0,0,1,1,0,0,0,1
139,5/5/2014,631625,4,2.5,2440,2.0,2440,0,9288-9358 Holman Rd NW,WA 98117,King County,USA,0,0,1,1,0,0,0,1
140,5/5/2014,555000,3,2.5,1940,2.0,1940,0,4509 185th Ave SE,WA 98027,King County,USA,0,0,1,1,0,0,0,1
141,5/5/2014,340000,2,1.5,1160,2.0,1160,0,1318 29th Ave S,WA 98144,King County,USA,0,0,1,1,0,0,0,1
142,5/5/2014,830000,4,2.5,3400,2.0,3400,0,12001 173rd Pl NE,WA 98052,King County,USA,0,0,1,1,0,0,0,1
143,5/5/2014,890000,4,4.25,4420,2.0,3410,1010,842 Summerhill Ridge Dr NW,WA 98027,King County,USA,0,0,1,1,0,0,0,1
144,5/5/2014,366750,3,3.0,1571,3.0,1571,0,14359 19th Ave NE,WA 98125,King County,USA,0,0,1,1,0,0,0,1
145,5/5/2014,415000,3,2.25,1620,2.5,1540,80,935 4th Ave NE,WA 98029,King County,USA,0,0,1,1,0,0,0,1
146,5/5/2014,416286,3,2.5,1408,3.0,1408,0,7809 12th Ave NE,WA 98115,King County,USA,0,0,1,1,0,0,0,1
147,5/5/2014,478000,3,2.5,3040,2.0,3040,0,2027 Ferndale Ave NE,WA 98056,King County,USA,0,0,1,1,0,0,0,1
148,5/5/2014,890000,5,3.5,4490,2.0,3200,1290,792 Summerhill Ridge Dr NW,WA 98027,King County,USA,0,0,1,1,0,0,0,1
149,5/5/2014,419190,2,2.5,1590,2.0,1590,0,1273 NE Hickory Ln,WA 98029,King County,USA,0,0,1,1,0,0,0,1
150,5/5/2014,712198,4,2.5,2450,2.0,2450,0,17122 NE 117th St,WA 98052,King County,USA,0,0,1,1,0,0,0,1
151,5/6/2014,397000,4,2.0,1440,1.0,1200,240,10601 NE 138th Pl,WA 98034,King County,USA,0,0,1,1,0,0,0,1
152,5/6/2014,450000,2,2.0,1100,1.5,1100,0,412 NW 70th St,WA 98117,King County,USA,0,0,1,1,0,0,0,1
153,5/6/2014,353000,3,1.0,1350,1.0,860,490,11051 35th Ave NE,WA 98125,King County,USA,0,0,1,1,0,0,0,1
154,5/6/2014,609000,4,2.5,2150,2.0,2150,0,18114 NE 136th St,WA 98052,King County,USA,0,0,1,1,0,0,0,1
155,5/6/2014,234000,3,1.75,1490,1.0,1010,480,25305 151st Pl SE,WA 98042,King County,USA,0,0,1,1,0,0,0,1
156,5/6/2014,561000,3,2.0,2000,2.0,2000,0,6422 Marshall Ave SW,WA 98136,King County,USA,0,0,1,1,0,0,0,1
157,5/6/2014,469000,2,1.0,1030,1.0,1030,0,310 NW 72nd St,WA 98117,King County,USA,0,0,1,1,0,0,0,1
158,5/6/2014,329350,2,1.0,720,1.0,720,0,9712 4th Ave NW,WA 98117,King County,USA,0,0,1,1,0,0,0,1
159,5/6/2014,488000,5,2.0,2020,1.5,2020,0,9020-9024 11th Ave NW,WA 98117,King County,USA,0,0,1,1,0,0,0,1
160,5/6/2014,279900,3,1.75,1580,1.0,1100,480,1629 S 261st Pl,WA 98198,King County,USA,0,0,1,1,0,0,0,1
161,5/6/2014,606000,4,2.5,2110,2.0,2110,0,2755 NW Pine Cone Dr,WA 98027,King County,USA,0,0,1,1,0,0,0,1
162,5/6/2014,312000,4,2.0,1300,1.0,1300,0,2815 SW 107th St,WA 98146,King County,USA,0,0,1,1,0,0,0,1
163,5/6/2014,650000,3,1.5,1630,1.0,1160,470,6009 52nd Ave NE,WA 98115,King County,USA,0,0,1,1,0,0,0,1
164,5/6/2014,1135000,4,2.75,3370,1.0,1970,1400,3922 SW Henderson St,WA 98136,King County,USA,0,1,0,1,0,0,0,1
165,5/6/2014,325000,4,2.5,1890,1.0,980,910,5631 17th Ave SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
166,5/6/2014,425000,4,2.0,1520,1.0,1520,0,14876 Juanita Woodinville Way NE,WA 98034,King County,USA,0,0,1,1,0,0,0,1
167,5/6/2014,219000,2,1.0,900,1.0,900,0,8652 17th Ave SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
168,5/6/2014,250000,3,1.0,1050,1.0,1050,0,18305 Dayton Ave N,WA 98133,King County,USA,0,0,1,1,0,0,0,1
169,5/6/2014,390000,3,1.75,1260,1.0,1260,0,1415 168th Ave NE,WA 98008,King County,USA,0,0,1,1,0,1,0,0
170,5/6/2014,475000,6,3.0,3470,1.5,3470,0,19007 80th Ave NE,WA 98028,King County,USA,0,0,1,1,0,0,0,1
171,5/6/2014,736000,4,2.5,2290,2.0,2290,0,17435 SE 47th St,WA 98006,King County,USA,0,0,1,1,0,1,0,0
172,5/6/2014,407000,4,2.25,2810,1.0,1710,1100,23024-23198 17th Ave S,WA 98198,King County,USA,0,0,1,1,0,0,0,1
173,5/6/2014,272000,3,2.5,1650,2.0,1650,0,32000-32072 NE 55th St,WA 98014,King County,USA,0,0,1,1,0,0,0,1
174,5/6/2014,362000,3,2.25,1640,1.0,1140,500,17253 Ambaum Blvd S,WA 98148,King County,USA,0,0,1,1,0,0,0,1
175,5/6/2014,535000,3,2.5,1850,2.0,1850,0,8409 NE 129th Pl,WA 98034,King County,USA,0,0,1,1,0,0,0,1
176,5/6/2014,284000,4,2.5,2000,2.0,2000,0,25434 160th Ave SE,WA 98042,King County,USA,0,0,1,1,0,0,0,1
177,5/6/2014,367500,3,1.5,1410,1.0,1410,0,18048 3rd Ave NW,WA 98177,King County,USA,0,0,1,1,0,0,0,1
178,5/6/2014,379900,4,1.75,1500,1.0,1000,500,15007 75th Ave NE,WA 98028,King County,USA,0,0,1,1,0,0,0,1
179,5/6/2014,520000,3,2.5,2460,2.0,2460,0,5424 NE 10th St,WA 98059,King County,USA,0,0,1,1,0,0,0,1
180,5/6/2014,175000,3,1.0,1010,1.0,1010,0,207 NW 5th St,WA 98057,King County,USA,0,0,1,1,0,0,0,1
181,5/6/2014,460000,2,2.25,1230,2.0,1020,210,100 24th Ave E,WA 98112,King County,USA,0,0,1,1,0,0,0,1
182,5/6/2014,345000,4,2.5,2331,2.0,2331,0,11853 SE 176th Ct,WA 98058,King County,USA,0,0,1,1,0,0,0,1
183,5/6/2014,455000,5,2.5,2240,1.0,1340,900,12633 NE 133rd Pl,WA 98034,King County,USA,0,0,1,1,0,0,0,1
184,5/6/2014,610000,4,3.0,2450,1.0,1580,870,15607 SE 42nd Ct,WA 98006,King County,USA,0,0,1,1,0,1,0,0
185,5/6/2014,563000,4,3.0,3100,2.0,2400,700,7422 NE 163rd St,WA 98028,King County,USA,0,0,1,1,0,0,0,1
186,5/6/2014,612500,4,2.0,2060,1.0,1030,1030,1708 NW 96th St,WA 98117,King County,USA,0,0,1,1,0,0,0,1
187,5/6/2014,218000,3,1.75,1850,1.0,1320,530,33945 28th Pl SW,WA 98023,King County,USA,0,0,1,1,0,0,0,1
188,5/6/2014,404000,4,1.75,1840,1.0,960,880,16020 SE 2nd St,WA 98008,King County,USA,0,0,1,1,0,1,0,0
189,5/6/2014,860000,4,2.0,3740,2.0,3740,0,24507 NE 77th Pl,WA 98053,King County,USA,0,0,1,1,0,0,0,1
190,5/6/2014,136500,3,1.5,1420,1.0,1420,0,32827 22nd Ave SW,WA 98023,King County,USA,0,0,1,1,0,0,0,1
191,5/6/2014,313950,3,1.0,1510,1.0,860,650,415 NE 94th St,WA 98115,King County,USA,0,0,1,1,0,0,0,1
192,5/6/2014,575000,3,1.75,2130,1.0,1170,960,2214 W Halladay St,WA 98199,King County,USA,0,0,1,1,0,0,0,1
193,5/6/2014,1225000,4,2.25,3490,2.0,2280,1210,2560 39th Ave W,WA 98199,King County,USA,0,0,1,1,0,0,0,1
194,5/6/2014,280000,3,1.75,1630,1.0,1630,0,12525 458th Ave SE,WA 98045,King County,USA,0,0,1,1,0,0,0,1
195,5/6/2014,515000,3,2.5,1790,2.0,1790,0,920 221st Ave NE,WA 98074,King County,USA,0,0,1,1,0,0,0,1
196,5/6/2014,513000,4,2.5,2000,2.0,2000,0,9041 NE 160th Pl,WA 98028,King County,USA,0,0,1,1,0,0,0,1
197,5/6/2014,599000,4,2.25,2260,2.0,1400,860,16022 SE 43rd St,WA 98006,King County,USA,0,0,1,1,0,1,0,0
